TIME,P_G30,P_G31,P_G32,P_G33,P_G34,P_G35,P_G36,P_G37,P_G38,P_G39
29.6168,248.5287,589.6423,636.3695,635.6279,511.3070,642.4309,553.8034,542.4858,829.3198,1033.3256
29.6170,248.5081,589.6093,636.3514,635.6017,511.2601,642.3722,553.8161,542.4785,829.2792,1033.9982
29.6172,248.4871,589.5758,636.3089,635.5699,511.2180,642.3194,553.8319,542.4745,829.2405,1034.7317
29.6174,248.4658,589.5477,636.3075,635.5298,511.1733,642.2696,553.8516,542.4714,829.2015,1035.5179
29.6176,248.4450,589.5224,636.3087,635.4998,511.1283,642.2259,553.8771,542.4714,829.1635,1036.3531
29.6178,248.4249,589.4934,636.2724,635.4712,511.0857,642.1891,553.9060,542.4748,829.1296,1037.2323
29.6180,248.4051,589.4687,636.2465,635.4372,511.0437,642.1584,553.9374,542.4811,829.0991,1038.1505
29.6182,248.3855,589.4494,636.2480,635.4062,511.0027,642.1329,553.9723,542.4895,829.0721,1039.1045
29.6184,248.3668,589.4294,636.2285,635.3785,510.9644,642.1134,554.0109,542.5004,829.0477,1040.0913
29.6186,248.3492,589.4114,636.1945,635.3498,510.9281,642.1005,554.0522,542.5140,829.0251,1041.1008
29.6188,248.3322,589.3997,636.1861,635.3228,510.8937,642.0936,554.0960,542.5308,829.0062,1042.1277
29.6190,248.3172,589.3906,636.1791,635.2987,510.8624,642.0937,554.1430,542.5505,828.9906,1043.1688
29.6192,248.3029,589.3821,636.1506,635.2759,510.8339,642.1006,554.1923,542.5723,828.9773,1044.2171
29.6194,248.2898,589.3788,636.1330,635.2553,510.8083,642.1140,554.2438,542.5959,828.9674,1045.2661
29.6196,248.2780,589.3803,636.1305,635.2375,510.7862,642.1340,554.2973,542.6215,828.9606,1046.3106
29.6198,248.2673,589.3824,636.1123,635.2217,510.7674,642.1607,554.3525,542.6495,828.9566,1047.3445
29.6200,248.2583,589.3880,636.0909,635.2084,510.7521,642.1938,554.4091,542.6793,828.9560,1048.3607
29.6202,248.2509,589.3989,636.0884,635.1983,510.7405,642.2331,554.4666,542.7107,828.9590,1049.3544
29.6204,248.2450,589.4116,636.0808,635.1903,510.7326,642.2784,554.5249,542.7436,828.9648,1050.3200
29.6206,248.2407,589.4253,636.0598,635.1853,510.7284,642.3293,554.5836,542.7779,828.9742,1051.2513
29.6208,248.2379,589.4439,636.0536,635.1832,510.7280,642.3857,554.6423,542.8132,828.9872,1052.1432
29.6210,248.2367,589.4659,636.0554,635.1837,510.7315,642.4473,554.7008,542.8493,829.0032,1052.9911
29.6212,248.2372,589.4878,636.0405,635.1871,510.7387,642.5137,554.7588,542.8862,829.0219,1053.7899
29.6214,248.2394,589.5126,636.0285,635.1935,510.7497,642.5845,554.8158,542.9236,829.0436,1054.5343
29.6216,248.2429,589.5420,636.0348,635.2026,510.7644,642.6593,554.8717,542.9612,829.0680,1055.2210
29.6218,248.2481,589.5718,636.0323,635.2144,510.7828,642.7378,554.9261,542.9987,829.0948,1055.8464
29.6220,248.2549,589.6019,636.0180,635.2289,510.8047,642.8195,554.9787,543.0361,829.1235,1056.4063
29.6222,248.2630,589.6362,636.0209,635.2461,510.8300,642.9040,555.0291,543.0729,829.1546,1056.8973
29.6224,248.2726,589.6727,636.0312,635.2658,510.8587,642.9906,555.0773,543.1091,829.1875,1057.3174
29.6226,248.2836,589.7080,636.0240,635.2880,510.8905,643.0791,555.1228,543.1445,829.2220,1057.6639
29.6228,248.2959,589.7449,636.0199,635.3124,510.9253,643.1688,555.1654,543.1788,829.2581,1057.9342
29.6230,248.3095,589.7851,636.0346,635.3392,510.9628,643.2593,555.2048,543.2118,829.2957,1058.1272
29.6232,248.3242,589.8246,636.0414,635.3678,511.0030,643.3501,555.2410,543.2435,829.3340,1058.2421
29.6234,248.3401,589.8629,636.0358,635.3985,511.0455,643.4407,555.2737,543.2737,829.3734,1058.2776
29.6236,248.3569,589.9034,636.0452,635.4309,511.0902,643.5306,555.3026,543.3020,829.4133,1058.2338
29.6238,248.3746,589.9447,636.0632,635.4649,511.1368,643.6192,555.3278,543.3282,829.4536,1058.1111
29.6240,248.3932,589.9836,636.0659,635.5003,511.1851,643.7062,555.3490,543.3525,829.4940,1057.9102
29.6242,248.4124,590.0221,636.0687,635.5370,511.2347,643.7910,555.3662,543.3745,829.5345,1057.6318
29.6244,248.4321,590.0619,636.0879,635.5747,511.2855,643.8732,555.3792,543.3940,829.5745,1057.2778
29.6246,248.4525,590.1000,636.1026,635.6132,511.3372,643.9523,555.3880,543.4111,829.6138,1056.8504
29.6248,248.4731,590.1354,636.1056,635.6524,511.3894,644.0278,555.3925,543.4257,829.6521,1056.3515
29.6250,248.4940,590.1709,636.1189,635.6920,511.4419,644.0994,555.3927,543.4376,829.6894,1055.7839
29.6252,248.5150,590.2056,636.1402,635.7317,511.4944,644.1666,555.3887,543.4468,829.7253,1055.1512
29.6254,248.5360,590.2356,636.1502,635.7715,511.5467,644.2291,555.3805,543.4531,829.7596,1054.4571
29.6256,248.5533,590.2631,636.1555,635.8111,511.5984,644.2866,555.3680,543.4554,829.7921,1053.7048
29.6258,248.5787,590.2928,636.1732,635.8500,511.6492,644.3387,555.3516,543.4565,829.8227,1052.8991
29.6260,248.5994,590.3232,636.1973,635.8878,511.6983,644.3844,555.3312,543.4556,829.8511,1052.0444
29.6262,248.6207,590.3506,636.2143,635.9275,511.7472,644.4258,555.3061,543.4528,829.8770,1051.1463
29.6264,248.6392,590.3738,636.2297,635.9636,511.7944,644.4601,555.2789,543.4444,829.9005,1050.2038
29.6266,248.6567,590.3923,636.2475,635.9985,511.8389,644.4895,555.2481,543.4334,829.9199,1049.2422
29.6268,248.6739,590.4062,636.2606,636.0331,511.8815,644.5117,555.2139,543.4180,829.9386,1048.2473
29.6270,248.6905,590.4167,636.2707,636.0655,511.9220,644.5268,555.1755,543.4020,829.9562,1047.2291
29.6272,248.7081,590.4254,636.2846,636.0962,511.9598,644.5353,555.1344,543.3842,829.9693,1046.1885
29.6274,248.7222,590.4317,636.2988,636.1249,511.9947,644.5369,555.0910,543.3640,829.9771,1045.1361
29.6276,248.7365,590.4349,636.3107,636.1515,512.0265,644.5323,555.0451,543.3404,829.8455,1044.0797
29.6278,248.7463,590.4360,636.3240,636.1759,512.0553,644.5212,554.9971,543.2280,829.9483,1043.0240
29.6280,248.7587,590.4333,636.3377,636.1978,512.0808,644.5035,554.9473,543.2639,829.9591,1041.9757
29.6282,248.7696,590.4252,636.3463,636.2177,512.1029,644.4792,554.8960,543.2405,829.9597,1040.9410
29.6284,248.7768,590.4146,636.3516,636.2345,512.1214,644.4488,554.8433,543.2094,829.9561,1039.9256
29.6286,248.7857,590.4049,636.3630,636.2481,512.1361,644.4119,554.7897,543.1767,829.9483,1038.9322
29.6288,248.7924,590.3949,636.3786,636.2605,512.1466,644.3679,554.7353,543.1468,829.9350,1037.9760
29.6290,248.7966,590.3816,636.3902,636.2706,512.1548,644.3208,554.6800,543.1148,829.9237,1037.0552
29.6292,248.7998,590.3635,636.3979,636.2765,512.1590,644.2679,554.6263,543.0792,829.9069,1036.1708
29.6294,248.7996,590.3408,636.4041,636.2795,512.1586,644.2112,554.5737,543.0422,829.8813,1035.3405
29.6296,248.7989,590.3140,636.4064,636.2816,512.1550,644.1498,554.5210,543.0037,829.8618,1034.5586
29.6298,248.7952,590.2850,636.4070,636.2797,512.1479,644.0829,554.4686,542.9655,829.8349,1033.8305
29.6300,248.7927,590.2549,636.4097,636.2746,512.1368,644.0120,554.4175,542.9288,829.8038,1033.1568
29.6302,248.7864,590.2236,636.4109,636.2673,512.1220,643.9373,554.3683,542.8908,829.7678,1032.5443
29.6304,248.7800,590.1894,636.4097,636.2569,512.1037,643.8597,554.3205,542.8535,829.5944,1031.9964
29.6306,248.7702,590.1543,636.4085,636.2434,512.0817,643.7795,554.2748,542.7605,829.6558,1031.5198
29.6308,248.7590,590.1166,636.4072,636.2276,512.0565,643.6971,554.2316,542.7557,829.6274,1031.1157
29.6310,248.7490,590.0751,636.4004,636.2097,512.0283,643.6129,554.1910,542.7271,829.5900,1030.7885
29.6312,248.7344,590.0333,636.3887,636.1890,511.9971,643.5277,554.1533,542.6920,829.5506,1030.5362
29.6314,248.7225,589.9946,636.3841,636.1653,511.9629,643.4417,554.1191,542.6612,829.5102,1030.3614
29.6316,248.7087,589.9582,636.3846,636.1409,511.9258,643.3545,554.0879,542.6332,829.4652,1030.2665
29.6318,248.6928,589.9202,636.3791,636.1164,511.8877,643.2697,554.0597,542.6066,829.4265,1030.2541
29.6320,248.6767,589.8796,636.3687,636.0878,511.8474,643.1854,554.0368,542.5801,829.3848,1030.3154
29.6322,248.6577,589.8373,636.3584,636.0575,511.8045,643.1038,554.0184,542.5549,829.3353,1030.4651
29.6324,248.6395,589.7934,636.3452,636.0280,511.7605,643.0236,554.0035,542.5311,829.2948,1030.6898
29.6326,248.6192,589.7500,636.3275,635.9963,511.7156,642.9450,553.9919,542.5102,829.2500,1030.9901
29.6328,248.6003,589.7083,636.3128,635.9631,511.6692,642.8691,553.9845,542.4921,829.2045,1031.3616
29.6330,248.5787,589.6691,636.2999,635.9298,511.6221,642.7959,553.9817,542.4757,829.1569,1031.8045
29.6332,248.5581,589.6300,636.2841,635.8953,511.5745,642.7268,553.9827,542.4613,828.9759,1032.3152
29.6334,248.5339,589.5926,636.2665,635.8600,511.5264,642.6615,553.9881,542.3647,829.0324,1032.8945
29.6336,248.5140,589.5562,636.2513,635.8250,511.4784,642.6005,553.9975,542.4198,829.0025,1033.5377
29.6338,248.4936,589.5210,636.2335,635.7901,511.4308,642.5442,554.0110,542.4203,828.9661,1034.2444
29.6340,248.4730,589.4875,636.2129,635.7548,511.3838,642.4929,554.0287,542.4209,828.9309,1035.0061
29.6342,248.4506,589.4566,636.1950,635.7207,511.3375,642.4468,554.0506,542.4177,828.8984,1035.8172
29.6344,248.4299,589.4282,636.1779,635.6863,511.2925,642.4067,554.0764,542.4240,828.8662,1036.6837
29.6346,248.4103,589.4021,636.1577,635.6540,511.2491,642.3724,554.1058,542.4308,828.8408,1037.5924
29.6348,248.3918,589.3785,636.1385,635.6235,511.2078,642.3449,554.1393,542.4406,828.8152,1038.5354
29.6350,248.3742,589.3579,636.1221,635.5929,511.1681,642.3239,554.1767,542.4534,828.7893,1039.5082
29.6352,248.3565,589.3398,636.1036,635.5647,511.1308,642.3096,554.2174,542.4687,828.7677,1040.5084
29.6354,248.3388,589.3247,636.0838,635.5382,511.0962,642.3017,554.2610,542.4848,828.7477,1041.5331
29.6356,248.3225,589.3132,636.0679,635.5129,511.0640,642.3001,554.3073,542.5039,828.7288,1042.5710
29.6358,248.3071,589.3050,636.0530,635.4902,511.0347,642.3051,554.3562,542.5245,828.7133,1043.6167
29.6360,248.2934,589.2990,636.0354,635.4690,511.0084,642.3164,554.4072,542.5484,828.7023,1044.6628
29.6362,248.2804,589.2962,636.0189,635.4497,510.9851,642.3342,554.4601,542.5752,828.6935,1045.7073
29.6364,248.2691,589.2965,636.0058,635.4333,510.9651,642.3583,554.5146,542.6031,828.6881,1046.7437
29.6366,248.2590,589.2994,635.9915,635.4191,510.9486,642.3885,554.5705,542.6326,828.6857,1047.7661
29.6368,248.2503,589.3053,635.9761,635.4073,510.9355,642.4251,554.6277,542.6637,828.6872,1048.7666
29.6370,248.2431,589.3146,635.9644,635.3985,510.9261,642.4677,554.6859,542.6962,828.6931,1049.7415
29.6372,248.2377,589.3271,635.9547,635.3924,510.9206,642.5162,554.7447,542.7299,828.7026,1050.6849
29.6374,248.2337,589.3421,635.9432,635.3890,510.9187,642.5703,554.8038,542.7648,828.7147,1051.5912
29.6376,248.2316,589.3598,635.9331,635.3885,510.9206,642.6295,554.8627,542.8010,828.7294,1052.4544
29.6378,248.2311,589.3804,635.9265,635.3908,510.9264,642.6934,554.9210,542.8382,828.7466,1053.2705
29.6380,248.2322,589.4032,635.9196,635.3959,510.9359,642.7619,554.9786,542.8759,828.7664,1054.0350
29.6382,248.2349,589.4282,635.9123,635.4040,510.9492,642.8345,555.0351,542.9135,828.7891,1054.7437
29.6384,248.2389,589.4559,635.9082,635.4148,510.9661,642.9109,555.0903,542.9506,828.8146,1055.3921
29.6386,248.2443,589.4860,635.9065,635.4283,510.9867,642.9908,555.1440,542.9873,828.8428,1055.9765
29.6388,248.2512,589.5179,635.9042,635.4445,511.0107,643.0736,555.1957,543.0236,828.8735,1056.4932
29.6390,248.2598,589.5515,635.9032,635.4633,511.0380,643.1587,555.2451,543.0596,828.9061,1056.9392
29.6392,248.2699,589.5868,635.9051,635.4846,511.0686,643.2457,555.2920,543.0949,828.9402,1057.3122
29.6394,248.2815,589.6232,635.9075,635.5082,511.1022,643.3340,555.3360,543.1293,828.9756,1057.6101
29.6396,248.2944,589.6604,635.9097,635.5341,511.1386,643.4233,555.3769,543.1625,829.0125,1057.8315
29.6398,248.3085,589.6987,635.9142,635.5622,511.1777,643.5131,555.4147,543.1942,829.0508,1057.9752
29.6400,248.3235,589.7377,635.9206,635.5922,511.2193,643.6030,555.4491,543.2241,829.0902,1058.0406
29.6402,248.3397,589.7770,635.9270,635.6241,511.2632,643.6924,555.4800,543.2521,829.1302,1058.0268
29.6404,248.3567,589.8167,635.9346,635.6577,511.3090,643.7807,555.5070,543.2782,829.1707,1057.9337
29.6406,248.3747,589.8566,635.9443,635.6928,511.3567,643.8676,555.5302,543.3023,829.2114,1057.7619
29.6408,248.3935,589.8960,635.9544,635.7291,511.4058,643.9524,555.5492,543.3242,829.2520,1057.5123
29.6410,248.4130,589.9350,635.9648,635.7666,511.4561,644.0347,555.5642,543.3438,829.2922,1057.1863
29.6412,248.4331,589.9733,635.9768,635.8050,511.5074,644.1141,555.5749,543.3609,829.3319,1056.7858
29.6414,248.4535,590.0107,635.9898,635.8440,511.5594,644.1902,555.5813,543.3754,829.3710,1056.3130
29.6416,248.4742,590.0468,636.0026,635.8836,511.6117,644.2625,555.5835,543.3872,829.4092,1055.7710
29.6418,248.4952,590.0817,636.0164,635.9235,511.6642,644.3307,555.5814,543.3963,829.4461,1055.1625
29.6420,248.5162,590.1151,636.0313,635.9634,511.7165,644.3943,555.5751,543.4026,829.4815,1054.4909
29.6422,248.5372,590.1466,636.0460,636.0033,511.7684,644.4531,555.5646,543.4061,829.5154,1053.7601
29.6424,248.5580,590.1762,636.0607,636.0427,511.8195,644.5067,555.5499,543.4068,829.5474,1052.9742
29.6426,248.5786,590.2037,636.0765,636.0817,511.8697,644.5547,555.5312,543.4046,829.5772,1052.1376
29.6428,248.5987,590.2289,636.0923,636.1198,511.9185,644.5970,555.5085,543.3996,829.6048,1051.2551
29.6430,248.6184,590.2383,635.9887,636.1570,511.9658,644.6333,555.4821,543.3918,829.6301,1050.3315
29.6432,248.6374,590.2755,636.1190,636.1930,512.0112,644.6635,555.4521,543.3812,829.6529,1049.3722
29.6434,248.6556,590.2910,636.1236,636.2277,512.0547,644.6874,555.4186,543.3678,829.6732,1048.3826
29.6436,248.6728,590.2948,636.1202,636.2608,512.0958,644.7047,555.3819,543.3521,829.6904,1047.3683
29.6438,248.6890,590.3195,636.1528,636.2923,512.1345,644.7156,555.3422,543.3335,829.7042,1046.3347
29.6440,248.7043,590.3295,636.1919,636.3218,512.1704,644.7199,555.2997,543.3125,829.7145,1045.2901
29.6442,248.7186,590.3065,636.1827,636.3491,512.2034,644.7175,555.2548,543.2892,829.7211,1044.2349
29.6444,248.7316,590.3059,636.1599,636.3745,512.2333,644.7014,555.1909,543.2635,829.7242,1043.1842
29.6446,248.7429,590.3224,636.2117,636.3976,512.2600,644.6916,555.1383,543.2353,829.7239,1042.1339
29.6448,248.7519,590.3370,636.2752,636.4177,512.2833,644.6737,555.0908,543.2035,829.7192,1041.0941
29.6450,248.7603,590.3212,636.2577,636.4346,512.3022,644.6526,555.0411,543.1713,829.7102,1040.0659
29.6452,248.7683,590.3093,636.2275,636.4505,512.3184,644.6131,554.9877,543.1373,829.6980,1039.0645
29.6454,248.7750,590.3001,636.2743,636.4635,512.3314,644.5709,554.9325,543.1024,829.6824,1038.1093
29.6456,248.7803,590.2818,636.3058,636.4734,512.3405,644.5262,554.8797,543.0673,829.6635,1037.1727
29.6458,248.7829,590.2467,636.1512,636.4815,512.3454,644.4753,554.8259,543.0305,829.6398,1036.2673
29.6460,248.7819,590.2408,636.2639,636.4857,512.3468,644.4206,554.7732,542.9904,829.6155,1035.4084
29.6462,248.7829,590.2169,636.2943,636.4856,512.3441,644.3591,554.7196,542.9509,829.5896,1034.5958
29.6464,248.7800,590.1790,636.2751,636.4839,512.3373,644.2921,554.6665,542.9120,829.5622,1033.8354
29.6466,248.7748,590.1578,636.2652,636.4795,512.3270,644.2215,554.6146,542.8720,829.5313,1033.1302
29.6468,248.7685,590.1276,636.2969,636.4713,512.3130,644.1473,554.5641,542.8314,829.4973,1032.4909
29.6470,248.7602,590.3462,636.2937,636.4608,512.2952,644.0708,554.5162,542.7912,829.4599,1031.9167
29.6472,248.7506,590.0393,636.2588,636.4482,512.2742,643.9839,554.4537,542.7522,829.4206,1031.4165
29.6474,248.7403,590.0093,636.2566,636.4327,512.2499,643.9076,554.4065,542.7142,829.3801,1030.9836
29.6476,248.7271,589.9856,636.3231,636.4146,512.2225,643.8282,554.3689,542.6759,829.3369,1030.6258
29.6478,248.7147,589.9458,636.3168,636.3939,512.1913,643.7505,554.3336,542.6397,829.2915,1030.3446
29.6480,248.7022,589.9057,636.2578,636.3721,512.1584,643.6602,554.2990,542.6047,829.2456,1030.1321
29.6482,248.6885,589.8614,636.2693,636.3483,512.1232,643.5726,554.2666,542.5720,829.1989,1030.0215
29.6484,248.6739,589.8221,636.2920,636.3227,512.0857,643.4885,554.2407,542.5421,829.1523,1029.9793
29.6486,248.6580,589.7657,636.2496,636.2962,512.0457,643.4042,554.2174,542.5142,829.1039,1030.0091
29.6488,248.6381,589.7312,636.2327,636.2671,512.0042,643.3226,554.1991,542.4861,829.0565,1030.1163
29.6490,248.6204,589.7006,636.2014,636.2353,511.9607,643.2407,554.1832,542.4606,829.0099,1030.3039
29.6492,248.6013,589.6494,636.1893,636.2036,511.9155,643.1599,554.1711,542.4398,828.9651,1030.5663
29.6494,248.5804,589.6139,636.1934,636.1710,511.8694,643.0823,554.1633,542.4193,828.9210,1030.9001
29.6496,248.5594,589.5786,636.1817,636.1364,511.8223,643.0077,554.1597,542.4008,828.8768,1031.3172
29.6498,248.5379,589.4236,636.1489,636.1019,511.7746,642.9376,554.1613,542.3843,828.8321,1031.8029
29.6500,248.5158,589.4700,636.1035,636.0673,511.7267,642.8650,554.0641,542.3712,828.7890,1032.3583
29.6502,248.4936,589.4512,636.1513,636.0321,511.6788,642.8042,554.1484,542.3617,828.7482,1032.9809
29.6504,248.4720,589.4360,636.1619,635.9970,511.6312,642.7521,554.1719,542.3540,828.7065,1033.6642
29.6506,248.4513,589.3956,636.0972,635.9603,511.5832,642.7053,554.1936,542.3507,828.6654,1034.3971
29.6508,248.4324,589.3623,636.0736,635.9274,511.5371,642.6565,554.2167,542.3506,828.6269,1035.1998
29.6510,248.4138,589.3432,636.0994,635.8945,511.4927,642.6109,554.2422,542.3532,828.5910,1036.0611
29.6512,248.3949,589.3113,636.0718,635.8621,511.4496,642.5765,554.2736,542.3585,828.5581,1036.9543
29.6514,248.3740,589.2833,636.0126,635.8313,511.4075,642.5473,554.3088,542.3661,828.5262,1037.8790
29.6516,248.3545,589.2671,636.0185,635.8018,511.3679,642.5254,554.3487,542.3745,828.4987,1038.8418
29.6518,248.3382,589.2494,636.0288,635.7717,511.3302,642.5088,554.3900,542.3879,828.4742,1039.8286
29.6520,248.3205,589.2289,635.9758,635.7434,511.2941,642.4960,554.4335,542.4037,828.4528,1040.8366
29.6522,248.3031,589.2132,635.9440,635.7181,511.2608,642.4904,554.4798,542.4215,828.4341,1041.8613
29.6524,248.2873,589.2059,635.9579,635.6938,511.2305,642.4916,554.5288,542.4401,828.4181,1042.9000
29.6526,248.2715,589.1985,635.9373,635.6709,511.2027,642.5000,554.5809,542.4606,828.4044,1043.9464
29.6528,248.2574,589.1921,635.8949,635.6512,511.1780,642.5149,554.6351,542.4842,828.3951,1044.9912
29.6530,248.2451,589.1945,635.8924,635.6336,511.1568,642.5360,554.6908,542.5104,828.3894,1046.0292
29.6532,248.2345,589.1990,635.8944,635.6182,511.1389,642.5636,554.7478,542.5389,828.3865,1047.0568
29.6534,248.2265,589.2019,635.8620,635.6056,511.1245,642.5969,554.8060,542.5697,828.3857,1048.0657
29.6536,248.2199,589.2099,635.8418,635.5958,511.1138,642.6367,554.8651,542.6018,828.3887,1049.0500
29.6538,248.2138,589.2227,635.8459,635.5885,511.1068,642.6823,554.9247,542.6350,828.3956,1050.0061
29.6540,248.2095,589.2355,635.8296,635.5842,511.1035,642.7334,554.9847,542.6692,828.4063,1050.9280
29.6542,248.2065,589.2508,635.8057,635.5828,511.1041,642.7900,555.0446,542.7044,828.4206,1051.8089
29.6544,248.2049,589.2717,635.8062,635.5842,511.1085,642.8517,555.1040,542.7401,828.4373,1052.6440
29.6546,248.2050,589.2935,635.8021,635.5883,511.1167,642.9179,555.1626,542.7770,828.4564,1053.4286
29.6548,248.2069,589.3153,635.7813,635.5953,511.1285,642.9883,555.2199,542.8147,828.4782,1054.1582
29.6550,248.2104,589.3421,635.7773,635.6051,511.1441,643.0625,555.2758,542.8519,828.5030,1054.8288
29.6552,248.2153,589.3716,635.7827,635.6177,511.1632,643.1402,555.3300,542.8885,828.5302,1055.4373
29.6554,248.2218,589.4002,635.7689,635.6328,511.1859,643.2210,555.3823,542.9245,828.5597,1055.9792
29.6556,248.2297,589.4319,635.7602,635.6507,511.2119,643.3044,555.4323,542.9603,828.5925,1056.4508
29.6558,248.2390,589.4676,635.7724,635.6711,511.2412,643.3899,555.4796,542.9956,828.6273,1056.8511
29.6560,248.2499,589.5021,635.7712,635.6938,511.2736,643.4770,555.5240,543.0304,828.6627,1057.1778
29.6562,248.2624,589.5358,635.7576,635.7189,511.3088,643.5651,555.5653,543.0644,828.6994,1057.4280
29.6564,248.2758,589.5734,635.7670,635.7462,511.3469,643.6540,555.6032,543.0970,828.7379,1057.6012
29.6566,248.2904,589.6120,635.7811,635.7755,511.3875,643.7431,555.6377,543.1280,828.7779,1057.6973
29.6568,248.3061,589.6476,635.7722,635.8069,511.4304,643.8320,555.6687,543.1570,828.8191,1057.7151
29.6570,248.3227,589.6850,635.7716,635.8400,511.4754,643.9203,555.6959,543.1838,828.8610,1057.6528
29.6572,248.3401,589.7255,635.7943,635.8746,511.5223,644.0074,555.7192,543.2089,828.9037,1057.5109
29.6574,248.3586,589.7633,635.8017,635.9107,511.5708,644.0926,555.7383,543.2322,828.9464,1057.2908
29.6576,248.3779,589.7986,635.7945,635.9479,511.6207,644.1755,555.7532,543.2534,828.9885,1056.9932
29.6578,248.3977,589.8363,635.8106,635.9861,511.6715,644.2557,555.7637,543.2721,829.0300,1056.6198
29.6580,248.4179,589.8738,635.8340,636.0251,511.7232,644.3327,555.7699,543.2882,829.0710,1056.1737
29.6582,248.4384,589.9069,635.8337,636.0646,511.7754,644.4062,555.7718,543.3017,829.1112,1055.6576
29.6584,248.4591,589.9394,635.8374,636.1045,511.8278,644.4758,555.7693,543.3123,829.1506,1055.0738
29.6586,248.4798,589.9736,635.8642,636.1447,511.8802,644.5413,555.7624,543.3200,829.1886,1054.4260
29.6588,248.5007,590.0043,635.8803,636.1846,511.9322,644.6021,555.7514,543.3251,829.2249,1053.7178
29.6590,248.5216,590.0312,635.8799,636.2245,511.9835,644.6580,555.7368,543.3276,829.2594,1052.9525
29.6592,248.5422,590.0583,635.8969,636.2638,512.0341,644.7085,555.7179,543.3272,829.2920,1052.1345
29.6594,248.5625,590.0842,635.9235,636.3024,512.0834,644.7536,555.6947,543.3239,829.3223,1051.2692
29.6596,248.5824,590.1052,635.9311,636.3406,512.1313,644.7923,555.6675,543.3180,829.3500,1050.3608
29.6598,248.6017,590.1239,635.9375,636.3776,512.1776,644.8257,555.6374,543.3093,829.3756,1049.4141
29.6600,248.6201,590.1422,635.9618,636.4127,512.2220,644.8530,555.6037,543.2977,829.3985,1048.4354
29.6602,248.6379,590.1571,635.9806,636.4469,512.2640,644.8734,555.5664,543.2836,829.4187,1047.4302
29.6604,248.6548,590.1676,635.9856,636.4796,512.3038,644.8873,555.5261,543.2669,829.4358,1046.4022
29.6606,248.6706,590.1767,636.0004,636.5098,512.3408,644.8944,555.4824,543.2478,829.4504,1045.3561
29.6608,248.6853,590.1837,636.0229,636.5382,512.3749,644.8953,555.4368,543.2260,829.4618,1044.2979
29.6610,248.6987,590.1865,636.0331,636.5647,512.4061,644.8896,555.3889,543.2030,829.4558,1043.2337
29.6612,248.7106,590.1862,636.0408,636.5884,512.4340,644.8772,555.3387,543.1765,829.4491,1042.1675
29.6614,248.7210,590.1842,636.0589,636.6098,512.4585,644.8583,555.2861,543.1472,829.4512,1041.1067
29.6616,248.7297,590.1788,636.0730,636.6288,512.4796,644.8329,555.2327,543.1150,829.4502,1040.0554
29.6618,248.7370,590.1688,636.0783,636.6447,512.4970,644.8014,555.1786,543.0806,829.4450,1039.0223
29.6620,248.7412,590.1566,636.0882,636.6577,512.5107,644.7639,555.1237,543.0446,829.4375,1038.0152
29.6622,248.7468,590.1412,636.1007,636.6667,512.5203,644.7204,555.0673,543.0105,829.4253,1037.0414
29.6624,248.7502,590.1218,636.1047,636.6761,512.5264,644.6707,555.0103,542.9731,829.4078,1036.1066
29.6626,248.7518,590.0995,636.1082,636.6812,512.5290,644.6166,554.9547,542.9349,829.3871,1035.2152
29.6628,248.7516,590.0757,636.1161,636.6818,512.5273,644.5575,554.8992,542.8962,829.3628,1034.3717
29.6630,248.7500,590.0486,636.1194,636.6816,512.5220,644.4937,554.8449,542.8579,829.3372,1033.5837
29.6632,248.7464,590.0193,636.1187,636.6777,512.5132,644.4261,554.7913,542.8176,829.3074,1032.8487
29.6634,248.7413,589.9893,636.1226,636.6706,512.5004,644.3543,554.7389,542.7778,829.2751,1032.1699
29.6636,248.7350,589.9570,636.1256,636.6618,512.4841,644.2795,554.6890,542.7380,829.2421,1031.5533
29.6638,248.7261,589.9227,636.1217,636.6495,512.4645,644.2017,554.6411,542.7001,829.1934,1031.0034
29.6640,248.7155,589.8876,636.1203,636.6347,512.4414,644.1215,554.5955,542.6607,829.1451,1030.5238
29.6642,248.7039,589.8516,636.1221,636.6179,512.4151,644.0393,554.5520,542.6213,829.1069,1030.1185
29.6644,248.6909,589.8135,636.1166,636.5984,512.3860,643.9559,554.5121,542.5830,829.0687,1029.7874
29.6646,248.6773,589.7738,636.1081,636.5765,512.3538,643.8716,554.4760,542.5470,829.0286,1029.5353
29.6648,248.6615,589.7339,636.1048,636.5526,512.3191,643.7866,554.4431,542.5122,828.9883,1029.3663
29.6650,248.6474,589.6927,636.0984,636.5255,512.2816,643.7018,554.4131,542.4829,828.9452,1029.2812
29.6652,248.6320,589.6500,636.0843,636.4999,512.2423,643.6168,554.3862,542.4518,828.8998,1029.2786
29.6654,248.6151,589.6077,636.0734,636.4715,512.2014,643.5338,554.3649,542.4241,828.8546,1029.3587
29.6656,248.5970,589.5665,636.0661,636.4401,512.1583,643.4524,554.3472,542.3987,828.8088,1029.5198
29.6658,248.5783,589.5248,636.0522,636.4093,512.1140,643.3729,554.3341,542.3760,828.7645,1029.7642
29.6660,248.5586,589.4842,636.0356,636.3771,512.0687,643.2962,554.3248,542.3544,828.7199,1030.0815
29.6662,248.5384,589.4455,636.0255,636.3433,512.0222,643.2219,554.3196,542.3352,828.6744,1030.4703
29.6664,248.5183,589.4077,636.0142,636.3098,511.9751,643.1513,554.3194,542.3190,828.6327,1030.9299
