TIME,P_G30,P_G31,P_G32,P_G33,P_G34,P_G35,P_G36,P_G37,P_G38,P_G39
9.2516,250.2986,561.2840,586.2851,654.9105,529.0953,658.7254,564.7209,549.7076,827.0220,1102.9143
9.2518,250.1936,560.3758,586.1383,654.8666,529.0089,658.4804,564.5661,549.6645,826.9961,1102.4659
9.2520,250.0733,559.6621,585.9321,654.8012,528.9150,658.2108,564.5768,549.6026,826.9560,1101.9353
9.2522,249.9464,558.9483,585.8991,654.7003,528.7835,657.9179,564.5079,549.5190,826.9243,1101.3556
9.2524,249.8142,558.1834,585.7445,654.6285,528.6592,657.6002,564.4288,549.4348,826.8747,1100.7129
9.2526,249.6749,557.3584,585.4649,654.5235,528.5240,657.2461,564.3329,549.3419,826.8183,1100.0027
9.2528,249.5271,556.5286,585.3076,654.4048,528.3728,656.8672,564.2273,549.2350,826.7474,1099.2509
9.2530,249.3735,555.6875,585.1856,654.2890,528.2114,656.4682,564.1159,549.1208,826.6603,1098.4543
9.2532,249.2128,554.8089,584.9147,654.1614,528.0407,656.0496,563.9953,548.9935,826.5618,1097.6035
9.2534,249.0446,553.9274,584.6447,654.0191,527.8602,655.6161,563.8693,548.8530,826.4506,1096.7084
9.2536,248.8759,553.0538,584.4885,653.8687,527.6713,655.1632,563.7338,548.7057,826.3292,1095.7825
9.2538,248.7039,552.1682,584.2628,653.7125,527.4754,654.6950,563.5911,548.5515,826.1970,1094.8280
9.2540,248.5291,551.2790,583.9472,653.5476,527.2731,654.2160,563.4413,548.3888,826.0544,1093.8514
9.2542,248.3537,550.4130,583.7158,653.3765,527.0657,653.7281,563.2862,548.2194,825.9061,1092.8627
9.2544,248.1777,549.5660,583.5167,653.2015,526.8549,653.2360,563.1286,548.0423,825.7520,1091.8695
9.2546,248.0017,548.7289,583.2261,653.0216,526.6415,652.7407,562.9676,547.8639,825.5959,1090.8764
9.2548,247.8296,547.9215,582.9490,652.8396,526.4268,652.2458,562.8042,547.6844,825.4371,1089.8871
9.2550,247.6616,547.1524,582.7474,652.6567,526.2126,651.7540,562.6392,547.5043,825.2752,1088.9135
9.2552,247.5001,546.4085,582.5018,652.4728,525.9997,651.2679,562.4742,547.3261,825.1099,1087.9583
9.2554,247.3450,545.6983,582.2168,652.2903,525.7896,650.7912,562.3101,547.1496,824.9464,1087.0255
9.2556,247.1960,545.0395,582.0003,652.1101,525.5837,650.3259,562.1476,546.9739,824.7866,1086.1229
9.2558,247.0534,544.4251,581.7963,651.9328,525.3830,649.8750,561.9883,546.8000,824.6301,1085.2571
9.2560,246.9191,543.8515,581.5382,651.7595,525.1887,649.4410,561.8324,546.6297,824.4771,1084.4293
9.2562,246.7931,543.3356,581.3165,651.5911,525.0019,649.0256,561.6804,546.4649,824.3286,1083.6411
9.2564,246.6766,542.8789,581.1490,651.4285,524.8235,648.6312,561.5329,546.3069,824.1838,1082.9012
9.2566,246.5708,542.4703,580.9405,651.2720,524.6544,648.2595,561.3905,546.1562,824.0424,1082.2148
9.2568,246.4760,542.1197,580.7258,651.1231,524.4955,647.9125,561.2540,546.0124,823.9080,1081.5845
9.2570,246.3916,541.8390,580.5839,650.9826,524.3478,647.5925,561.1243,545.8751,823.7823,1081.0172
9.2572,246.3188,541.6183,580.4429,650.8505,524.2120,647.3013,561.0025,545.7454,823.6656,1080.5176
9.2574,246.2583,541.4546,580.2622,650.7281,524.0887,647.0402,560.8888,545.6254,823.5586,1080.0858
9.2576,246.2104,541.3626,580.1358,650.6160,523.9787,646.8106,560.7836,545.5161,823.4623,1079.7234
9.2578,246.1755,541.3399,580.0613,650.5144,523.8826,646.6133,560.6871,545.4189,823.3750,1079.4348
9.2580,246.1544,541.3735,579.9461,650.4240,523.8008,646.4492,560.5999,545.3342,823.2972,1079.2220
9.2582,246.1462,541.4711,579.8354,650.3457,523.7338,646.3194,560.5224,545.2618,823.2309,1079.0854
9.2584,246.1506,541.6417,579.8028,650.2796,523.6820,646.2248,560.4551,545.2009,823.1778,1079.0281
9.2586,246.1679,541.8729,579.7727,650.2260,523.6457,646.1661,560.3987,545.1521,823.1377,1079.0530
9.2588,246.1982,542.1597,579.7063,650.1855,523.6251,646.1435,560.3535,545.1158,823.1113,1079.1572
9.2590,246.2410,542.5132,579.6949,650.1582,523.6203,646.1571,560.3194,545.0925,823.0988,1079.3390
9.2592,246.2969,542.9298,579.7387,650.1440,523.6313,646.2063,560.2963,545.0829,823.1000,1079.5997
9.2594,246.3657,543.3948,579.7482,650.1430,523.6580,646.2908,560.2843,545.0876,823.1137,1079.9383
9.2596,246.4467,543.9118,579.7590,650.1553,523.7001,646.4098,560.2832,545.1060,823.1405,1080.3512
9.2598,246.5390,544.4863,579.8414,650.1807,523.7576,646.5627,560.2930,545.1376,823.1810,1080.8382
9.2600,246.6425,545.1060,579.9327,650.2190,523.8299,646.7488,560.3138,545.1822,823.2349,1081.3988
9.2602,246.7562,545.7632,579.9906,650.2700,523.9167,646.9669,560.3453,545.2395,823.3022,1082.0289
9.2604,246.8795,546.4645,580.0901,650.3336,524.0174,647.2159,560.3873,545.3089,823.3830,1082.7241
9.2606,247.0118,547.2058,580.2398,650.4091,524.1316,647.4941,560.4395,545.3903,823.4767,1083.4827
9.2608,247.1528,547.9724,580.3650,650.4960,524.2585,647.7998,560.5014,545.4837,823.5824,1084.3002
9.2610,247.2981,548.7643,580.4833,650.5941,524.3973,648.1311,560.5726,545.5873,823.6999,1085.1709
9.2612,247.4585,549.5872,580.6561,650.7024,524.5473,648.4862,560.6524,545.7034,823.8286,1086.0912
9.2614,247.6206,550.4300,580.8470,650.8199,524.7070,648.8620,560.7404,545.8302,823.9678,1087.0575
9.2616,247.7889,551.1837,581.0102,650.9491,524.8773,649.2589,560.7898,545.9672,824.1170,1088.0641
9.2618,247.9584,552.1009,581.0620,651.0162,524.9928,649.6684,560.9128,546.0524,824.2759,1089.0986
9.2620,248.1289,552.9905,581.4091,651.2067,525.2245,650.1025,561.0291,546.2344,824.4420,1090.1777
9.2622,248.3049,553.8618,581.6255,651.3479,525.4165,650.5387,561.1364,546.3961,824.6177,1091.2754
9.2624,248.4772,554.6957,581.7661,651.5258,525.6176,650.9901,561.2697,546.5613,824.8020,1092.3774
9.2626,248.6622,555.5459,581.9757,651.6905,525.8227,651.4641,561.3989,546.7324,824.9916,1093.4988
9.2628,248.8391,556.6025,582.2493,651.8407,526.0221,651.9178,561.5205,546.9084,825.1795,1094.6339
9.2630,249.0161,557.1680,582.4348,652.0165,526.2249,652.3750,561.6058,547.0902,825.2448,1095.7528
9.2632,249.1820,557.9394,582.5876,652.1766,526.4310,652.8198,561.7473,547.1809,825.5439,1096.8465
9.2634,249.3463,558.7114,582.8890,652.3149,526.6111,653.2716,561.8757,547.4165,825.7593,1097.9437
9.2636,249.5077,559.4269,583.0868,652.8133,526.9132,653.8191,562.4653,547.5923,825.9676,1098.9997
9.2638,249.6778,560.0768,583.1898,652.4836,527.0594,654.3769,562.1150,547.7637,826.1731,1100.0165
9.2640,249.8311,560.7020,583.4047,652.4898,527.0683,654.0278,561.9767,547.9570,826.3728,1101.0122
9.2642,249.9470,561.2916,583.6578,653.0542,527.2907,654.4955,562.2349,548.1301,826.5595,1101.9720
9.2644,250.0573,561.7689,583.7901,652.8550,527.4719,654.9832,562.1514,548.2212,826.6373,1102.8799
9.2646,250.1470,562.2491,583.8825,653.0869,527.6039,655.6587,562.5033,548.2450,826.9404,1103.7592
9.2648,250.2526,562.6797,584.1423,653.4457,527.8199,656.1825,562.7587,548.4662,827.0553,1104.5626
9.2650,250.3690,563.0419,584.2708,653.3859,527.9679,656.3382,562.7540,548.6311,827.1832,1105.2791
9.2652,250.4637,563.3125,584.2903,653.5609,528.0888,656.6525,562.8429,548.7886,827.3361,1105.9562
9.2654,250.5499,563.5532,584.4346,653.7779,528.2636,656.8939,562.9452,548.9119,827.4960,1106.5892
9.2656,250.6142,563.6563,584.6240,653.8274,528.3834,657.1892,563.0357,549.0216,827.6707,1107.2188
9.2658,250.6800,563.8460,584.9094,654.1797,528.6938,657.4443,563.1006,549.3786,827.8188,1107.7616
9.2660,250.7255,563.9270,584.7387,654.0102,528.5624,657.5853,563.1555,549.2554,827.9467,1108.2079
9.2662,250.7594,563.9395,584.9044,654.0797,528.6374,657.7241,563.2061,549.3303,828.0764,1108.6034
9.2664,250.7799,563.8691,584.9131,654.4616,528.8006,657.9369,563.7040,549.4078,828.1985,1108.9078
9.2666,250.7984,563.7216,584.8746,654.0383,528.8065,658.1530,563.2766,549.4706,828.3031,1109.1557
9.2668,250.7924,563.5321,584.9664,653.9415,528.6677,657.4418,563.0518,549.5550,828.3890,1109.3211
9.2670,250.7524,563.2810,585.0175,654.3854,528.7299,657.5245,563.2155,549.6090,828.4600,1109.4052
9.2672,250.6975,562.9059,584.9381,654.0659,528.7460,657.6128,563.0324,549.5724,828.4108,1109.3998
9.2674,250.6264,562.5367,584.8789,654.1691,528.7069,657.8729,563.2777,549.4627,828.5853,1109.3498
9.2676,250.5680,562.1112,584.9572,654.3952,528.7452,657.9681,563.4229,549.5444,828.5631,1109.1898
9.2678,250.5175,561.6141,584.8423,654.1971,528.7114,657.6843,563.3012,549.5624,828.5570,1108.9309
9.2680,250.4476,561.0415,584.6558,654.2270,528.6457,657.5509,563.2684,549.5680,828.5709,1108.6139
9.2682,250.3641,560.4555,584.6322,654.2979,528.6314,657.3402,563.2490,549.5413,828.5834,1108.2460
9.2684,250.2638,559.8155,584.6001,654.1991,528.5597,657.1801,563.2151,549.4958,828.9459,1107.8687
9.2686,250.1643,559.1319,584.6459,654.0415,528.3743,656.9770,563.1491,549.6973,828.5907,1107.4048
9.2688,250.0498,558.4425,584.2580,654.0617,528.3413,656.6601,563.0725,549.4162,828.5476,1106.8545
9.2690,249.9244,557.7146,584.2390,653.9784,528.2330,656.3438,562.9907,549.3241,828.5089,1106.2655
9.2692,249.7923,556.9341,584.0281,654.0811,528.2172,656.5125,563.1755,549.2326,828.4692,1105.6044
9.2694,249.6673,556.1167,583.7580,653.5349,527.9723,655.6349,562.6996,549.1318,828.4069,1104.8894
9.2696,249.5022,555.2932,583.6571,653.4714,527.6757,654.7004,562.4030,549.0400,828.3255,1104.1229
9.2698,249.3247,554.4523,583.5115,653.5805,527.5899,654.4966,562.4265,548.9079,828.2315,1103.2949
9.2700,249.1468,553.5764,583.2182,653.1736,527.3736,654.1231,562.1958,548.7151,828.0469,1102.4096
9.2702,248.9516,552.6960,582.9927,653.2036,527.1826,654.0105,562.3256,548.5341,828.0101,1101.5164
9.2704,248.7917,551.8125,582.8317,653.1488,527.0754,653.6427,562.2518,548.4180,827.8322,1100.5271
9.2706,248.6387,550.9115,582.5512,652.8431,526.8498,653.0280,562.0270,548.2841,827.6739,1099.5190
9.2708,248.4676,550.0223,582.2425,652.7714,526.6389,652.5254,561.8568,548.1223,827.5235,1098.5194
9.2710,248.2897,549.1661,582.0428,652.6360,526.4748,652.0251,561.7093,547.9551,827.4146,1097.5081
9.2712,248.1146,548.3262,581.8254,652.4205,526.2603,651.6234,561.5808,547.7688,827.2956,1096.5414
9.2714,247.9483,547.5015,581.5286,652.2440,526.0354,651.1164,561.4094,547.6023,827.1556,1095.5555
9.2716,247.7852,546.7104,581.2875,652.0679,525.8294,650.5962,561.2427,547.4440,827.0075,1094.5589
9.2718,247.6272,545.9519,581.0867,651.8742,525.6132,650.1042,561.0726,547.2630,826.8457,1093.5920
9.2720,247.4655,545.2186,580.8186,651.6891,525.3917,649.5894,560.8975,547.0794,826.6892,1092.6507
9.2722,247.3020,544.5287,580.5591,651.5145,525.1864,649.1349,560.7403,546.8950,826.5282,1091.7339
9.2724,247.1520,543.8909,580.3695,651.3314,524.9841,648.6826,560.5807,546.7122,826.3654,1090.8374
9.2726,247.0098,543.2915,580.1484,651.1519,524.7800,648.2275,560.4196,546.5384,826.2064,1089.9662
9.2728,246.8776,542.7355,579.8943,650.9787,524.5868,647.7973,560.2617,546.3689,826.0514,1089.1303
9.2730,246.7578,542.2383,579.7064,650.8097,524.4015,647.3827,560.1079,546.2060,825.9031,1088.3386
9.2732,246.6455,541.7932,579.5314,650.6450,524.2228,646.9896,559.9569,546.0500,825.7621,1087.6023
9.2734,246.5427,541.3959,579.3021,650.4861,524.0540,646.6211,559.8120,545.8963,825.6332,1086.9242
9.2736,246.4504,541.0652,579.1144,650.3389,523.8958,646.2780,559.6741,545.7497,825.5131,1086.3045
9.2738,246.3675,540.8052,578.9928,650.1980,523.7495,645.9642,559.5447,545.6145,825.3990,1085.7485
9.2740,246.2970,540.5992,578.8309,650.0644,523.6151,645.6812,559.4249,545.4876,825.2879,1085.2603
9.2742,246.2393,540.4543,578.6556,649.9446,523.4932,645.4252,559.3110,545.3745,825.1818,1084.8379
9.2744,246.1943,540.3843,578.5635,649.8341,523.3859,645.2027,559.2059,545.2725,825.0870,1084.4884
9.2746,246.1624,540.3773,578.4847,649.7327,523.2926,645.0144,559.1102,545.1753,825.0026,1084.2210
9.2748,246.1433,540.4271,578.3536,649.6461,523.2133,644.8578,559.0243,545.0889,824.9303,1084.0304
9.2750,246.1366,540.5490,578.2722,649.5704,523.1497,644.7380,558.9496,545.0137,824.8694,1083.9156
9.2752,246.1438,540.7431,578.2651,649.5039,523.1012,644.6531,558.8845,544.9521,824.8214,1083.8772
9.2754,246.1646,540.9926,578.2205,649.4528,523.0673,644.6019,558.8294,544.9059,824.7857,1083.9157
9.2756,246.1987,541.2990,578.1594,649.4144,523.0496,644.5861,558.7840,544.8743,824.7620,1084.0307
9.2758,246.2463,541.6728,578.1806,649.3869,523.0478,644.6069,558.7492,544.8577,824.7541,1084.2232
9.2760,246.3056,542.1028,578.2234,649.3743,523.0612,644.6630,558.7261,544.8526,824.7588,1084.5003
9.2762,246.3769,542.5789,578.2170,649.3749,523.0904,644.7540,558.7145,544.8607,824.7771,1084.8581
9.2764,246.4596,543.1119,578.2485,649.3882,523.1353,644.8816,558.7145,544.8813,824.8117,1085.2909
9.2766,246.5530,543.7023,578.3525,649.4158,523.1955,645.0432,558.7262,544.9124,824.8603,1085.8002
9.2768,246.6580,544.3340,578.4337,649.4565,523.2706,645.2375,558.7491,544.9583,824.9222,1086.3796
9.2770,246.7739,545.0046,578.4949,649.5094,523.3603,645.4643,558.7826,545.0178,824.9969,1087.0238
9.2772,246.8998,545.7204,578.6212,649.5745,523.4639,645.7208,558.8262,545.0903,825.0834,1087.7320
9.2774,247.0351,546.4713,578.7745,649.6518,523.5805,646.0053,558.8795,545.1763,825.1808,1088.5014
9.2776,247.1788,547.2442,578.8898,649.7402,523.7098,646.3170,558.9421,545.2738,825.2890,1089.3292
9.2778,247.3278,548.0459,579.0227,649.8395,523.8508,646.6539,559.0140,545.3786,825.4091,1090.2109
9.2780,247.4878,548.8779,579.2141,649.9489,524.0027,647.0142,559.0948,545.4997,825.5406,1091.1426
9.2782,247.6512,549.9403,579.4010,650.0698,524.1645,647.3948,559.1840,545.6270,825.6833,1092.1204
9.2784,247.8181,550.5635,579.8019,650.4569,524.5506,647.7914,559.1770,545.7649,825.8372,1093.1352
9.2786,247.9873,551.4401,579.7439,650.3146,524.5010,648.2104,559.3575,545.9020,826.0003,1094.1800
9.2788,248.1589,552.3088,580.0194,650.4686,524.6881,648.6484,559.4778,546.0424,826.1681,1095.2638
9.2790,248.3356,553.1713,580.1809,650.6137,524.8811,649.0797,559.5897,546.2008,826.3502,1096.3650
9.2792,248.5108,554.0186,580.3305,650.7771,525.0821,649.5472,559.7192,546.3655,826.5352,1097.4679
9.2794,248.6947,554.8598,580.6018,650.9374,525.2858,650.0131,559.8481,546.5398,826.7261,1098.5935
9.2796,248.8723,555.6691,580.8484,651.0992,525.4847,650.4649,559.9707,546.7175,826.9191,1099.7235
9.2798,249.0463,556.4649,581.2414,651.5275,525.9034,650.9172,560.0833,546.9002,827.1185,1100.8349
9.2800,249.2124,557.2580,581.2180,651.4049,525.8747,651.3682,560.1992,547.0698,827.3230,1101.9240
9.2802,249.3751,558.0122,581.5239,651.5742,526.0704,651.8189,560.3258,547.2304,827.5270,1103.0090
9.2804,249.5331,558.7111,581.6705,651.7380,526.2690,652.2651,560.4498,547.4017,827.7367,1104.0491
9.2806,249.6839,559.3598,581.7911,651.8838,526.4592,652.6827,560.5676,547.5694,827.9396,1105.0576
9.2808,249.8315,559.9791,582.0552,652.0372,526.6412,653.0911,560.6842,547.7395,828.1369,1106.0460
